Paper,Coder
260,"A = amikacin_Multiple_Amikacin, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); B = amoxicillin_Multiple_Amoxicillin, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); C = amoxicillin and beta-lactamase inhibitor_Multiple_amoxicillin/clavulanic acid, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); D = cefoxitin_Multiple_cefoxitin, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); E = cefotaxime_Multiple_cefotaxime, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); F = ceftazidime_Multiple_ceftazidime, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); G = cefepime_Multiple_cefepime, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); H = ciprofloxacin_Multiple_ciprofloxacin, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); I = piperacillin and beta-lactamase inhibitor_Multiple_piperacillin/tazobactam, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); J = imipenem and cilastatin_Multiple_imipenem, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); K = sulfamethoxazole and trimethoprim_Multiple_co-trimoxazole, Female, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); L = amikacin_Multiple_Amikacin, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); M = amoxicillin_Multiple_Amoxicillin, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); N = amoxicillin and beta-lactamase inhibitor_Multiple_amoxicillin/clavulanic acid, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); O = cefoxitin_Multiple_cefoxitin, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); P = cefotaxime_Multiple_cefotaxime, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); Q = ceftazidime_Multiple_ceftazidime, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); R = cefepime_Multiple_cefepime, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); S = ciprofloxacin_Multiple_ciprofloxacin, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); T = piperacillin and beta-lactamase inhibitor_Multiple_piperacillin/tazobactam, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); U = imipenem and cilastatin_Multiple_imipenem, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%)); V = sulfamethoxazole and trimethoprim_Multiple_co-trimoxazole, Male, Gram negative bacteria (E.coli (64.8%), K.pneumoniae (6.1%), P.aeruginosa (2.8%), P.mirabilis (3.1%), E.aerogenes (2%), E.cloacae (1.4%), C.freundii (0.9%), Other.(2.7%))"
261,"A = ertapenem_E.coli_Ertapenem, Canada 2013-2014; B = imipenem and cilastatin_E.coli_Imipenem, Canada 2013-2014; C = cefepime_E.coli_Cefepime, Canada 2013-2014; D = ceftriaxone_E.coli_Ceftriaxone, Canada 2013-2014; E = cefotaxime_E.coli_Cefotaxime, Canada 2013-2014; F = ceftazidime_E.coli_Ceftazidime, Canada 2013-2014; G = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin-tazobactam, Canada 2013-2014; H = ciprofloxacin_E.coli_Ciprofloxacin, Canada 2013-2014; I = levofloxacin_E.coli_Levofloxacin, Canada 2013-2014; J = amikacin_E.coli_Amikacin, Canada 2013-2014; K = ESBL_E.coli_ESBL, Canada 2013-2014; L = ertapenem_E.coli_Ertapenem, US 2013-2014; M = imipenem and cilastatin_E.coli_Imipenem, US 2013-2014; N = cefepime_E.coli_Cefepime, US 2013-2014; O = ceftriaxone_E.coli_Ceftriaxone, US 2013-2014; P = cefotaxime_E.coli_Cefotaxime, US 2013-2014; Q = ceftazidime_E.coli_Ceftazidime, US 2013-2014; R = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin-tazobactam, US 2013-2014; S = ciprofloxacin_E.coli_Ciprofloxacin, US 2013-2014; T = levofloxacin_E.coli_Levofloxacin, US 2013-2014; U = amikacin_E.coli_Amikacin, US 2013-2014; V = ESBL_E.coli_ESBL, US 2013-2014; W = ESBL_E.coli_ESBL, Canada 2010-2012; X = ESBL_E.coli_ESBL, US 2010-2012"
262,A = meticillin_S.aureus_Methicillin; B = MDR 3_S.aureus_MDR defined according to the definitions of the EUCAST; C = meticillin_S.epidermidis_Methicillin; D = MDR 3_S.epidermidis_MDR defined according to the definitions of the EUCAST
263,A = vancomycin_P.aeruginosa_Vancomycin
264,"A = ciprofloxacin_Streptococcus_Ciprofloxacin, Streptococcus (pneumoniae); B = levofloxacin_Streptococcus_Levofloxacin, Streptococcus (pneumoniae); C = erythromycin_Streptococcus_Erythromycin, Streptococcus (pneumoniae); D = sulfamethoxazole and trimethoprim_Streptococcus_Co-trimoxazole, Streptococcus (pneumoniae); E = clindamycin_Streptococcus_Clindamycin, Streptococcus (pneumoniae); F = gentamicin_Streptococcus_Gentamicin, Streptococcus (pneumoniae); G = penicillin_Staphylococcus_Penicillin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); H = oxacillin_Staphylococcus_Oxacillin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); I = ampicillin_Staphylococcus_Ampicillin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); J = piperacillin_Staphylococcus_Piperacillin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); K = ampicillin and beta-lactamase inhibitor_Staphylococcus_Ampicillin+sublactam, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); L = piperacillin and beta-lactamase inhibitor_Staphylococcus_Piperacillin+tazobactam, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); M = cefuroxime_Staphylococcus_Cefuroxime, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); N = cefotaxime_Staphylococcus_Cefotaxime, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); O = cefazolin_Staphylococcus_Cefazolin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); P = cefepime_Staphylococcus_Cefepime, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); Q = tetracycline_Staphylococcus_Tetracycline, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); R = ciprofloxacin_Staphylococcus_Ciprofloxacin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); S = levofloxacin_Staphylococcus_Levofloxacin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); T = erythromycin_Staphylococcus_Erythromycin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); U = sulfamethoxazole and trimethoprim_Staphylococcus_Co-trimoxazole, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); V = clindamycin_Staphylococcus_Clindamycin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); W = gentamicin_Staphylococcus_Gentamicin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); X = tobramycin_Staphylococcus_Tobramycin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); Y = teicoplanin_Staphylococcus_Teicoplanin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); Z = rifampicin_Staphylococcus_Rifampicin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); AA = fosfomycin_Staphylococcus_Fosfomycin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); AB = fusidic acid_Staphylococcus_Fucidin, Staphylococcus (aureus/epidermidis/CoNS/haemolyticus/MRSA/capitis/ hominis/warneri); AC = ampicillin_Pseudomonas_Ampicillin, Pseudomonas (aeruginosa); AD = piperacillin_Pseudomonas_Piperacillin, Pseudomonas (aeruginosa); AE = ampicillin and beta-lactamase inhibitor_Pseudomonas_Ampicillin+sublactam, Pseudomonas (aeruginosa); AF = piperacillin and beta-lactamase inhibitor_Pseudomonas_Piperacillin+tazobactam, Pseudomonas (aeruginosa); AG = cefuroxime_Pseudomonas_Cefuroxime, Pseudomonas (aeruginosa); AH = cefotaxime_Pseudomonas_Cefotaxime, Pseudomonas (aeruginosa); AI = cefepime_Pseudomonas_Cefepime, Pseudomonas (aeruginosa); AJ = ceftazidime_Pseudomonas_Ceftazidime, Pseudomonas (aeruginosa); AK = imipenem and cilastatin_Pseudomonas_Imipenem, Pseudomonas (aeruginosa); AL = meropenem_Pseudomonas_Meropenem, Pseudomonas (aeruginosa); AM = ciprofloxacin_Pseudomonas_Ciprofloxacin, Pseudomonas (aeruginosa); AN = levofloxacin_Pseudomonas_Levofloxacin, Pseudomonas (aeruginosa); AO = sulfamethoxazole and trimethoprim_Pseudomonas_Co-trimoxazole, Pseudomonas (aeruginosa); AP = gentamicin_Pseudomonas_Gentamicin, Pseudomonas (aeruginosa); AQ = tobramycin_Pseudomonas_Tobramycin, Pseudomonas (aeruginosa); AR = amikacin_Pseudomonas_Amikacin, Pseudomonas (aeruginosa); AS = tigecycline_Pseudomonas_Tigecycline, Pseudomonas (aeruginosa); AT = fosfomycin_Pseudomonas_Fosfomycin, Pseudomonas (aeruginosa); AU = rifampicin_Pseudomonas_Rifampicin, Pseudomonas (aeruginosa); AV = ampicillin_E.coli_Ampicillin; AW = piperacillin_E.coli_Piperacillin; AX = ampicillin and beta-lactamase inhibitor_E.coli_Ampicillin+sublactam; AY = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin+tazobactam; AZ = cefepime_E.coli_Cefepime; BA = cefotaxime_E.coli_Cefotaxime; BB = ceftazidime_E.coli_Ceftazidime; BC = cefuroxime_E.coli_Cefuroxime; BD = tetracycline_E.coli_Tetracycline; BE = meropenem_E.coli_Meropenem; BF = ciprofloxacin_E.coli_Ciprofloxacin; BG = levofloxacin_E.coli_Levofloxacin; BH = amikacin_E.coli_Amikacin; BI = gentamicin_E.coli_Gentamicin; BJ = tobramycin_E.coli_Tobramycin; BK = sulfamethoxazole and trimethoprim_E.coli_Co-trimoxazole; BL = fosfomycin_E.coli_Fosfomycin; BM = ampicillin_Multiple_Ampicillin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BN = piperacillin_Multiple_Piperacillin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BO = ampicillin and beta-lactamase inhibitor_Multiple_Ampicillin+sublactam, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BP = piperacillin and beta-lactamase inhibitor_Multiple_Piperacillin+tazobactam, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BQ = cefepime_Multiple_Cefepime, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BR = cefotaxime_Multiple_Cefotaxime, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BS = ceftazidime_Multiple_Ceftazidime, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BT = cefuroxime_Multiple_Cefuroxime, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BU = tetracycline_Multiple_Tetracycline, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BV = tigecycline_Multiple_Tigecycline, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BW = imipenem and cilastatin_Multiple_Imipenem, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BX = meropenem_Multiple_Meropenem, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BY = ciprofloxacin_Multiple_Ciprofloxacin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); BZ = levofloxacin_Multiple_Levofloxacin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CA = amikacin_Multiple_Amikacin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CB = gentamicin_Multiple_Gentamicin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CC = tobramycin_Multiple_Tobramycin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CD = sulfamethoxazole and trimethoprim_Multiple_Co-trimoxazole, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CE = fosfomycin_Multiple_Fosfomycin, GNB (enterobacter cloacae/Serratia marcescens/Proteus mirabilis/Acinetobacter baumannii/Stenotrophomonas maltophilia/Citrobacter koseri/ Prevotella buccae/Enterobacter aerogenes/Proteus vulgaris/Serratia plymuthica); CF = ampicillin_Haemophilus_Ampicillin, Haemophilus (influenzae/parainfluenzae); CG = piperacillin_Haemophilus_Piperacillin, Haemophilus (influenzae/parainfluenzae); CH = ampicillin and beta-lactamase inhibitor_Haemophilus_Ampicillin+sublactam, Haemophilus (influenzae/parainfluenzae); CJ = piperacillin and beta-lactamase inhibitor_Haemophilus_Piperacillin+tazobactam, Haemophilus (influenzae/parainfluenzae); CK = cefuroxime_Haemophilus_Cefuroxime, Haemophilus (influenzae/parainfluenzae); CL = cefotaxime_Haemophilus_Cefotaxime, Haemophilus (influenzae/parainfluenzae); CM = levofloxacin_Haemophilus_Levofloxacin, Haemophilus (influenzae/parainfluenzae); CN = erythromycin_Haemophilus_Erythromycin, Haemophilus (influenzae/parainfluenzae); CO = ampicillin_Klebsiella_Ampicillin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CP = piperacillin_Klebsiella_Piperacillin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CQ = ampicillin and beta-lactamase inhibitor_Klebsiella_Ampicillin+sublactam, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CR = piperacillin and beta-lactamase inhibitor_Klebsiella_Piperacillin+tazobactam, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CS = cefuroxime_Klebsiella_Cefuroxime, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CT = cefotaxime_Klebsiella_Cefotaxime, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CU = cefepime_Klebsiella_Cefepime, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CV = ceftazidime_Klebsiella_Ceftazidime, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CW = ciprofloxacin_Klebsiella_Ciprofloxacin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CX = levofloxacin_Klebsiella_Levofloxacin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CY = sulfamethoxazole and trimethoprim_Klebsiella_Co-trimoxazole, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); CZ = gentamicin_Klebsiella_Gentamicin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); DA = tobramycin_Klebsiella_Tobramycin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); DB = amikacin_Klebsiella_Amikacin, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); DC = tigecycline_Klebsiella_Tigecycline, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); DD = tetracycline_Klebsiella_Tetracycline, Klebsiella (pneumoniae/ozaenae/oxytoca/granulomatis); DE = fosfomycin_Klebsiella_Fosfomycin"
265,A = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin/CA; B = ampicillin_E.coli_Ampicillin; C = aztreonam_E.coli_Aztreonam; D = cefazolin_E.coli_Cefazolin; F = cefuroxime_E.coli_Cefuroxime; G = cefoxitin_E.coli_Cefoxitin; H = cefotaxime_E.coli_Cefotaxime; I = ceftazidime_E.coli_Ceftazidime; J = cefepime_E.coli_Cefepime; K = piperacillin_E.coli_Piperacillin; L = piperacillin and beta-lactamase inhibitor_E.coli_Pip/tazo; M = amikacin_E.coli_Amikacin; N = gentamicin_E.coli_Gentamicin; O = ciprofloxacin_E.coli_Ciprofloxacin; P = sulfamethoxazole_E.coli_SXT; Q = ESBL_E.coli_ESBL; R = AmpC_E.coli_AmpC
266,"A = oxacillin_Staphylococcus_Oxacillin, Staphylococcus organisms (S.aureus only, S.aureus+CoNS, CoNS only)"
267,"A = isoniazid_M.tuberculosis_Isonazid, Newly diagnosed; B = streptomycin_M.tuberculosis_SM (Streptomycin?), Newly diagnosed; C = rifampicin_M.tuberculosis_Rifampicin, Newly diagnosed; D = MDR TB_M.tuberculosis_Isonazid + Rifampicin, Newly diagnosed; E = Any_M.tuberculosis_Any resistance, Newly diagnosed; F = isoniazid_M.tuberculosis_Isonazid, Previously treated; G = streptomycin_M.tuberculosis_SM (Streptomycin?), Previously treated; H = rifampicin_M.tuberculosis_Rifampicin, Previously treated; I = MDR TB_M.tuberculosis_Isonazid + Rifampicin, Previously treated; J = Any_M.tuberculosis_Any resistance, Previously treated"
268,A = amoxicillin_H.pylori_Amoxicillin; B = clarithromycin_H.pylori_Clarithromycin; C = metronidazole_H.pylori_Metronidazole; D = tetracycline_H.pylori_Tetracycline; E = ciprofloxacin_H.pylori_Ciprofloxacin; F = levofloxacin_H.pylori_Levofloxacin
269,"A = ESBL_Multiple_ESBL, Enterobacteriaceae (E.coli, K.pneumoniae, K.oxytoca, E.cloacae, E.aerogenes, P.mirabilis, P.vulgaris, C.freundii, C.koseri)"
271,A = erythromycin_S.pyogenes_Erythromycin; B = tetracycline_S.pyogenes_Tetracycline; C = clindamycin_S.pyogenes_Clindamycin
272,A = penicillin_S.pneumoniae_Penicillin
